#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
58,claim,7667994370,0.12727272727272726,a friend shared with a friend that an average user spends 40% of their day on the internet,not verified,active,0.422182703088727,0.362247763755229,0.5740538753924971,0.36040102426109977,0.5216197666437886
59,claim,3024206043,0.7999999999999999,a friend shared with a friend that half of retail purchases are now made through a mobile device,not verified,active,0.2656319232804259,0.191665619425448,0.10911695036633064,0.28297382926088277,0.5490734385724091
60,claim,2931436974,0.14545454545454545,a friend shared with a friend that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,0.3072643746680576,0.04215089026210206,0.10332176499752108,0.045136929820754304,0.08647906657515442
61,claim,8774049123,0.5272727272727272,a friend shared with a friend that badminton is the fastest ball and net sport in the world,not verified,active,0.9630615014848014,0.5603148709725211,0.23903487026937698,0.21492122737728397,0.22237474262182566
62,claim,1712882974,0.49090909090909085,"a friend shared with a friend that starting in 1990, american basketball player michael jordan and the chicago bulls never had a three-game losing streak for eight years",not verified,banned,0.029045896316952344,0.003915410746742545,0.0037679722359940508,0.0010416214574020225,0.0013726835964310226
63,claim,8610989068,0.9272727272727271,a friend shared with a friend that a dog’s sense of smell is much more powerful than a human's,not verified,active,0.952545366709442,0.032733347760503094,0.0025119814906627005,0.077427195000217,0.07549759780370624
64,claim,8244180015,0.5818181818181818,"a friend shared with a friend that a common garden snail has over 12,000 teeth",not verified,active,0.9868373279775795,1.0,1.0,1.0,1.0
65,claim,7043718296,0.709090909090909,a friend shared with a friend that koalas sleep up to 22 hours per day,not verified,active,0.561481980842111,0.4897892977434595,0.5833526138930204,0.9263486827828653,0.39945092656142756
66,claim,2833181639,0.4545454545454545,a friend shared with a friend that some sharks can glow in the dark,not verified,under review,0.773724065985395,0.8979780950595241,0.3727648322591307,1.0,1.0
67,claim,8560734678,0.38181818181818183,a friend shared with a friend that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,not verified,under review,0.07167054912147167,0.1455800465015251,0.1537376742136286,0.17464519769107242,0.35415236787920384
68,claim,6496578100,0.9090909090909091,a friend shared with a friend that sputnik was the first artificial satellite in space,not verified,banned,0.6638787673897801,0.3638087888765718,0.6943645678400264,0.8072566294865674,0.7741935483870968
69,claim,3916624482,0.47272727272727266,a friend shared with a friend that neptune radiates more heat than it gets from the sun,not verified,under review,0.17048160776637658,0.2779845270611815,0.43657797609210597,0.25033635692895273,0.6135895676046671
70,claim,5342027952,0.0,a friend shared with a friend that a day on mars is about the same length as on earth,not verified,under review,0.9885986855331632,1.0,1.0,0.08298250943969446,0.030199039121482498
71,claim,7417954522,0.4,a friend shared with a friend that there’s a planet made of diamonds two times the size of earth,not verified,active,0.34524208414308105,0.20532619523012072,0.17149782405112102,0.034373508094266744,0.07824296499656828
72,claim,9903088754,0.6909090909090908,a friend shared with a friend that there is a world championship for throwing mobile phones,not verified,active,0.755723411852606,0.414191998862957,0.5555004682421638,0.6076125168178464,0.6835964310226492
73,claim,5423860831,0.7818181818181817,a friend shared with a friend that avocados never ripen while they are still attached to the tree,not verified,under review,0.6112480833609223,0.15040444924279442,0.26851760039662864,0.17464519769107242,0.060398078242964996
74,claim,3679640007,0.5272727272727272,a friend shared with a friend that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,0.9298227540190659,1.0,1.0,0.20415780565079641,0.24159231297185998
75,claim,5979401954,0.03636363636363635,a friend shared with a friend that humans can’t taste food without saliva,not verified,active,0.2082512750088268,0.37242654690242105,0.04964468682862337,0.7145523197777874,0.20452985586822237
76,claim,2473723793,0.21818181818181817,a friend shared with a friend that the eiffel tower leans away from the sun,not verified,banned,0.24842843097148723,0.4489617456500678,0.38140252299895333,0.5690725228939716,0.2868908716540837
77,claim,2342638585,0.47272727272727266,a friend shared with a friend that only one-fourth of the sahara desert is sandy,verified,active,0.6774055133192038,0.6896390571054949,1.0,0.7523978993967275,1.0
78,claim,7486721746,0.054545454545454536,a friend shared with a friend that the french scrabble world champion winner doesn’t speak french,not verified,under review,0.7268455496465783,0.7749815210439275,0.633768523109128,0.42810641899223123,0.11942347288949896
79,claim,3780164260,0.14545454545454545,a friend shared with a friend that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,under review,0.8581522048975943,1.0,1.0,1.0,1.0
80,claim,8352128964,0.7818181818181817,a friend shared with a friend that it is physically impossible for humans to keep their eyes open while sneezing,not verified,active,0.5891405955408948,0.46325187068063184,1.0,1.0,1.0
81,claim,1925338598,0.47272727272727266,a friend shared with a friend that pineapples are named after pinecones,not verified,active,0.6050008151654787,0.9260090955409205,1.0,1.0,1.0
82,claim,3791068995,0.2727272727272727,a friend shared with a friend that losing weight alters brain activity,not verified,under review,0.7380308202565121,0.660760092360653,0.10235222828182669,0.231239963543249,0.016472203157172273
83,claim,6404484639,0.9272727272727271,a friend shared with a friend that your fingernails on your dominant hand grow faster,not verified,under review,0.6803701151333721,0.5708052167468124,0.04287996474411943,1.0,0.012354152367879203
84,claim,1403965706,0.47272727272727266,a friend shared with a friend that playing dance music helps ward off mosquitoes,not verified,under review,0.25027380558253326,0.1445554230165285,0.21752878312124718,0.24478104248947527,0.32944406314344543
85,claim,2675430150,0.4181818181818181,a friend shared with a friend that mice typically only live for 6 months in the wild,not verified,active,0.005260067793762134,0.008576002209846263,0.00035255880570704567,0.00416648582960809,0.009608785175017159
86,claim,8975962413,0.5818181818181818,a friend shared with a friend that the dwarf planet pluto was named by an 11-year-old girl,not verified,active,0.36499709441016526,0.6835587678982893,0.135492756018289,0.31456968013541076,0.00549073438572409
87,claim,4966288323,0.8363636363636363,a friend shared with a friend that the insect population of the world is 1 billion times more than the world population,not verified,banned,0.8654756915653878,0.4494756633854893,1.0,0.8937112104509353,1.0
88,claim,4219642346,0.8363636363636363,a friend shared with a friend that the human brain uses 20% of the body's oxygen,not verified,active,0.87495061497484,0.9860700188824618,0.655825483391175,1.0,1.0
89,claim,9716988521,0.34545454545454546,a friend shared with a friend that you can fit about 400 grapevines in one acre of land,not verified,active,0.4681520348630772,0.624300841018344,0.8319947116179144,1.0,0.17982155113246395
90,claim,5774531836,0.9454545454545454,a friend shared with a friend that a pineapple plant can only produce one pineapple a year,not verified,active,0.539915602867382,0.4260281667068834,0.36359830331074755,0.15415997569549933,0.08236101578586136
91,claim,6837955665,0.9090909090909091,a friend shared with a friend that strawberries are the only known fruit to grow their seeds externally,not verified,active,0.3096318552666191,0.5469497978657157,1.0,0.9496115619981771,1.0
92,claim,5424962156,0.6181818181818182,a friend mentioned someone discovered that nucelear fission is now being used to produce electricity,not verified,active,0.5721801525709719,0.2993153250670201,0.10821351842670633,0.5121305498893277,0.012354152367879203
93,claim,8176623100,0.38181818181818183,"a friend mentioned someone discovered that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",not verified,active,0.8799276253079376,0.3445176018831873,0.6047925962650802,0.7944099648452758,1.0
94,claim,5559711920,0.5818181818181818,a friend mentioned someone discovered that the rubik's cube is the best-selling product of all time,not verified,banned,0.4369436995710129,0.8361730634033961,0.9205090067757395,1.0,1.0
95,claim,7401659041,0.6909090909090908,a friend mentioned someone discovered that mobile phone use in india is nearly 100%,not verified,active,0.5014357914656675,0.7973273065772236,1.0,1.0,1.0
96,claim,6570169707,0.8181818181818181,a friend mentioned someone discovered that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,not verified,banned,0.16846319802919996,0.29129499640859835,0.3661102848014102,0.6812204331409227,0.5257378174330817
97,claim,1386456170,0.49090909090909085,a friend mentioned someone discovered that the oldest playable musical instruments were found in china,not verified,banned,0.20008061636512214,0.3435507941434256,0.7145044896160414,0.8902391389262618,1.0
98,claim,4415434682,0.19999999999999998,a friend mentioned someone discovered that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,under review,0.4232299156728816,0.598788037440513,1.0,0.8346859945314873,1.0
99,claim,3490110525,0.9454545454545454,a friend mentioned someone discovered that about half of the world's population can access the web via a mobile device,not verified,under review,0.18266708141752777,0.28494168840445006,0.6346278851980389,0.15068790417082592,0.13040494166094715
100,claim,8089681692,0.7999999999999999,a friend mentioned someone discovered that an average user spends 40% of their day on the internet,not verified,active,0.19545167669036817,0.08781248105430224,0.07674764501735251,0.1503406970183586,0.27453671928620454
101,claim,8266347544,0.07272727272727272,a friend mentioned someone discovered that the average user checks their mobile phone around 150 times each day,not verified,active,0.09092945868011207,0.16693975237998113,0.07862061367267119,0.3367909378933206,0.2141386410432395
102,claim,9794898551,0.6909090909090908,a friend mentioned someone discovered that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,banned,0.9205038622840437,1.0,1.0,1.0,1.0
103,claim,6445697344,0.509090909090909,a friend mentioned someone discovered that the first gloves used in american sport baseball were fingerless,not verified,active,0.9954290721016367,1.0,1.0,1.0,1.0
104,claim,3817438444,0.32727272727272727,a friend mentioned someone discovered that the concorde was the fastest passenger jet ever,not verified,banned,0.956488167097921,1.0,1.0,1.0,0.40905971173644473
105,claim,9952827704,0.8727272727272727,a friend mentioned someone discovered that the busiest airport in the world is in the united states,not verified,active,0.3287057272626343,0.5320397595667995,1.0,0.11700881038149386,0.18531228551818804
106,claim,7687467484,0.7999999999999999,"a friend mentioned someone discovered that london, england has the world's oldest subway system",verified,under review,0.6311831301754256,0.913202907971386,1.0,0.4038019183195174,0.48592999313658203
107,claim,7222903379,0.9999999999999999,a friend mentioned someone discovered that dragonflies can see in all directions at the same time,not verified,under review,0.2283843620254912,0.06197526690598638,0.05138544593180191,0.09374593116618202,0.04804392587508579
108,claim,5923572459,0.8363636363636363,a friend mentioned someone discovered that koalas sleep up to 22 hours per day,not verified,active,0.2760950472946008,0.3137756853474425,0.858634936374153,0.8249641942624018,0.6959505833905285
109,claim,2944539454,0.8727272727272727,a friend mentioned someone discovered that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,banned,0.35111727680719185,0.1877020288910097,0.42128573789456286,0.013541078946226292,0.0
110,claim,6645515132,0.6545454545454544,a friend mentioned someone discovered that saturn is less dense than water,not verified,under review,0.5307847493041088,0.09912830719111436,0.17982702583594998,0.09652358838592075,0.22786547700754975
111,claim,3984935056,0.7999999999999999,a friend mentioned someone discovered that sound actually travels in space,not verified,active,0.0028635813070053222,0.003989286421209385,0.007668154024128244,0.003819278677140749,0.002745367192862045
112,claim,3573642153,0.9272727272727271,a friend mentioned someone discovered that a single day on venus takes 243 earth days,not verified,active,0.42633454591282033,0.5008545889842536,1.0,1.0,1.0
113,claim,2507142098,0.10909090909090907,a friend mentioned someone discovered that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,under review,0.6606751170487609,1.0,1.0,1.0,1.0
114,claim,4025589908,0.6363636363636364,a friend mentioned someone discovered that the scottish were the first people to fry chicken,not verified,active,0.1507165954688802,0.2339546250789446,0.2074147523825263,0.15763204722017274,0.0013726835964310226
115,claim,7041087617,0.7636363636363636,a friend mentioned someone discovered that sneezing while traveling at 60 mph makes you close your eyes for 50 feet,not verified,active,0.9652269410690371,1.0,1.0,1.0,1.0
116,claim,7373606171,0.34545454545454546,a friend mentioned someone discovered that j is the only letter that doesn’t appear on the periodic table of elements,not verified,under review,0.3117622877444121,0.22860666864471463,0.14018619511926403,0.17221474762380104,0.2237474262182567
117,claim,1256736154,0.8181818181818181,a friend mentioned someone discovered that the tallest tower of cupcakes ever made was over 35 feet,not verified,active,0.05613339507920108,0.0874912824696638,0.033933785049303146,0.13541078946226293,0.2361015785861359
118,claim,2115386652,0.7818181818181817,a friend mentioned someone discovered that bees can fly higher than mount everest,verified,active,0.9157188909348598,0.87538177463021,1.0,0.0024304500672713857,0.004118050789293068
119,claim,9082277974,0.2727272727272727,a friend mentioned someone discovered that cold water is just as cleansing as hot water,not verified,active,0.5933814564356564,1.0,1.0,1.0,1.0
120,claim,9850813380,0.9818181818181818,a friend mentioned someone discovered that more people speak english as their second language than those who use it as their primary language,not verified,banned,0.16971145142463923,0.04162091259744864,0.01297857103509062,0.10902304587474501,0.16472203157172272
121,claim,6559389686,0.8727272727272727,a friend mentioned someone discovered that triskaidekaphobia is the fear of the number 13,not verified,active,0.8126579695678223,1.0,0.44120531041701094,1.0,1.0
122,claim,5597300051,0.5272727272727272,a friend mentioned someone discovered that your fingernails on your dominant hand grow faster,not verified,active,0.7435159337345482,1.0,1.0,0.49546460657089536,0.14687714481811942
123,claim,5066246380,0.9636363636363635,a friend mentioned someone discovered that apple seeds contain cyanide,not verified,active,0.7269625734024007,0.9431578879747666,0.6962595714207018,1.0,1.0
124,claim,9463149535,0.6909090909090908,a friend mentioned someone discovered that frigate birds can sleep while flying,not verified,active,0.9506729866162832,0.47099275657041817,0.5709910207679172,0.6791371902261186,1.0
125,claim,6028042493,0.6,a friend reported someone discovered that humans will live on mars by 2035,not verified,banned,0.025756228514388423,0.015337232416485358,0.039023852806698615,0.026734950739985244,0.03568977350720659
126,claim,2102557699,0.5454545454545454,a friend reported someone discovered that we will all fly with individual jetpacks by 2032,not verified,banned,0.6603080425326341,1.0,0.6738059824822343,1.0,1.0
127,claim,2818218055,0.8181818181818181,a friend reported someone discovered that earth days are getting longer over time due to orbital expansion,not verified,active,0.8486002658539684,0.6657097625499313,1.0,1.0,0.3774879890185312
128,claim,9826381124,0.23636363636363636,a friend reported someone discovered that seventy percent of small businesses are owned and operated by a single person.,not verified,banned,0.05630342959620803,0.11837452638264949,0.1368589213904038,0.1777700620632785,0.34866163349347973
129,claim,7164433838,0.09090909090909091,a friend reported someone discovered that more businesses will be owned by women than men by 2045,not verified,under review,0.2638395594305644,0.027391815297965888,0.05228887787142621,0.009374593116618202,0.013726835964310225
130,claim,1474103260,0.2545454545454545,a friend reported someone discovered that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,0.9516371823480166,1.0,1.0,0.2610997786554403,0.5312285518188058
131,claim,3188060641,0.6363636363636364,a friend reported someone discovered that 1 billion cars are currently in use around the world,not verified,active,0.9077552743206871,0.9369009395460098,1.0,0.6027516166833037,1.0
132,claim,2312282712,0.6363636363636364,a friend reported someone discovered that it would take less than a month to get to the moon by car at 60mph,not verified,active,0.28504186349829014,0.10621715995408466,0.2567729851815127,0.19860249121131895,0.09746053534660261
133,claim,8045719558,0.6363636363636364,a friend reported someone discovered that the car radio was first introduced in 1922,not verified,active,0.6116221592983375,0.1394997572943195,0.19589048642097726,0.0680526018835988,0.06177076183939602
134,claim,6287699512,0.23636363636363636,a friend reported someone discovered that the harmonica is the best selling musical instrument,not verified,banned,0.22728813949231697,0.10983064403126708,0.01244973282653005,0.1583264615251074,0.10157858613589567
135,claim,7194264172,0.9818181818181818,a friend reported someone discovered that 90% of the world’s data was generated after 2019,not verified,active,0.2163199129423273,0.29724680618194854,0.4856717897868121,0.09374593116618202,0.09608785175017158
136,claim,9514639653,0.5272727272727272,a friend reported someone discovered that over 60% of the world's population has access to the internet,not verified,active,0.7145530542700168,1.0,1.0,1.0,1.0
137,claim,2868422477,0.3090909090909091,a friend reported someone discovered that singapore has the fastest internet connectivity in the world.,not verified,active,0.9155058476870805,1.0,1.0,1.0,1.0
138,claim,7413726543,0.4363636363636363,a friend reported someone discovered that half of retail purchases are now made through a mobile device,not verified,active,0.8307226366952492,1.0,1.0,1.0,1.0
139,claim,7852597291,0.7818181818181817,a friend reported someone discovered that the world generates 2.5 quintillion bytes of data every day,not verified,active,0.04263565503797271,0.056861785438542464,0.11076956976808242,0.1302026821752528,0.2127659574468085
140,claim,2516528160,0.9999999999999999,a friend reported someone discovered that 1 in 3 people have never used the internet,not verified,active,0.6974295782043755,0.6113565380574151,1.0,1.0,1.0
141,claim,6296788623,0.19999999999999998,"a friend reported someone discovered that shanghai, china has the world's longest subway system",verified,active,0.7753663993790739,0.13701368024921798,0.03604913788354542,0.2899179723102296,0.3390528483184626
142,claim,7640548534,0.38181818181818183,a friend reported someone discovered that a dog’s sense of smell is much more powerful than a human's,not verified,active,0.24275627952474355,0.014338304818259819,0.013661653721148019,0.02152684345297513,0.03568977350720659
143,claim,5715784279,0.12727272727272726,a friend reported someone discovered that dragonflies can see in all directions at the same time,not verified,active,0.06498719240005721,0.12013148264062175,0.1050625241006996,0.08541295950696584,0.13726835964310227
144,claim,2099433738,0.1818181818181818,a friend reported someone discovered that koalas sleep up to 22 hours per day,not verified,active,0.3380806303679647,0.5589754728745788,1.0,1.0,1.0
145,claim,5893807380,0.38181818181818183,a friend reported someone discovered that it snows metal and rains acid on venus,not verified,active,0.4053772915901928,0.7750875165768581,0.2810334379992288,1.0,1.0
146,claim,6710546869,0.4181818181818181,a friend reported someone discovered that the sun takes over one earth month to make a full rotation,not verified,active,0.4438631042101547,0.20173840703970938,0.40500192805596874,0.23297599930558568,0.34454358270418667
147,claim,7688135507,0.32727272727272727,a friend reported someone discovered that it takes an average of 364 licks to get to the center of a lollipop,not verified,active,0.7549552559169511,1.0,0.6301327604252741,1.0,1.0
148,claim,4617688188,0.2727272727272727,a friend reported someone discovered that there is a world championship for throwing mobile phones,not verified,active,0.6125013377715677,0.22479725343090276,0.6159422684955654,0.31595850874528014,0.8318462594371997
